id,legislation,question,datetime,description
285,H RES 461,On Agreeing to the Resolution,27-Jun-1996,5:59 PM,Regarding U.S. Concerns With Specific Violations by the People’s Republic of China
286,H RES 465,On Agreeing to the Resolution,27-Jun-1996,7:59 PM,Providing for the consideration of an adjournment resolution
287,H RES 468,On Motion to Table the Resolution,27-Jun-1996,8:22 PM,Privilege of the House
288,H R 3675,On Agreeing to the Amendment,28-Jun-1996,12:27 AM,
289,H R 3675,On Agreeing to the Amendment,28-Jun-1996,12:35 AM,
290,H R 3675,On Agreeing to the Amendment,28-Jun-1996,12:42 AM,
291,H R 3675,On Agreeing to the Amendment,28-Jun-1996,12:50 AM,
292,H R 3675,On Passage,28-Jun-1996,1:08 AM,Transportation Appropriations for F.Y. 1997
293,H CON RES 193,Suspend the rules and agree,10-Jul-1996,12:27 PM,Expressing Sense of Congress Regarding Reductions in Government Spending and Regulatory Programs
294,JOURNAL,On Approving the Journal,10-Jul-1996,12:35 PM,
295,H R 3754,On Agreeing to the Amendment,10-Jul-1996,4:01 PM,
296,H R 3754,On Agreeing to the Amendment,10-Jul-1996,4:10 PM,
297,H R 3754,On Motion to Recommit with Instructions,10-Jul-1996,4:44 PM,Legislative Branch Appropriations for F.Y. 1997
298,H R 3754,On Passage,10-Jul-1996,4:52 PM,Legislative Branch Appropriations for F.Y. 1997
299,H RES 472,On Ordering the Previous Question,10-Jul-1996,6:03 PM,"Providing for the consideration of H.R. 3755, Labor, Health and Human Services, and Education Appropriations, FY 1997"
300,H RES 474,On Agreeing to the Resolution,11-Jul-1996,12:12 PM,Providing for consideration of H.R. 3396; Defense of Marriage Act
301,H R 3755,On Agreeing to the Amendment,11-Jul-1996,3:01 PM,
302,H R 3755,On Agreeing to the Amendment,11-Jul-1996,3:10 PM,
303,H R 3755,On Agreeing to the Amendment,11-Jul-1996,7:12 PM,
304,H R 3755,On Agreeing to the Amendment,11-Jul-1996,7:21 PM,
305,H R 3755,On Agreeing to the Amendment,11-Jul-1996,11:22 PM,
306,H R 3755,On Agreeing to the Amendment,11-Jul-1996,11:31 PM,
307,H R 3755,On Agreeing to the Amendment,11-Jul-1996,11:38 PM,
308,H R 3755,On Agreeing to the Amendment,11-Jul-1996,11:46 PM,
309,H R 3755,On Agreeing to the Amendment,11-Jul-1996,11:53 PM,
310,H R 3755,On Agreeing to the Amendment,12-Jul-1996,12:00 AM,
311,H R 3755,On Agreeing to the Amendment,12-Jul-1996,12:07 AM,
312,H R 3755,On Agreeing to the Amendment,12-Jul-1996,12:14 AM,
313,H R 3755,On Passage,12-Jul-1996,12:35 AM,"Departments of Labor, Health and Human Services, and Education Appropriations for FY 1997"
314,H R 3396,On Agreeing to the Amendment,12-Jul-1996,1:35 PM,
315,H R 3396,On Motion to Recommit with Instructions,12-Jul-1996,2:14 PM,Defense of Marriage Act
316,H R 3396,On Passage,12-Jul-1996,2:21 PM,Defense of Marriage Act
317,H R 3756,On Agreeing to the Amendment,16-Jul-1996,8:23 PM,
318,H R 3756,On Agreeing to the Amendment,16-Jul-1996,8:33 PM,
319,MOTION,Strike the enacting clause,17-Jul-1996,12:49 PM,
320,H R 3756,On Agreeing to the Amendment,17-Jul-1996,3:38 PM,
321,H R 3756,On Agreeing to the Amendment,17-Jul-1996,3:49 PM,
322,H R 3756,On Agreeing to the Amendment,17-Jul-1996,3:57 PM,
323,H R 3756,On Passage,17-Jul-1996,4:20 PM,"Treasury, Postal Sevice, Executive Office of the President, Independent Agencies Appropriations, FY 1997"
324,H R 3166,"Suspend the rules and pass, as amended",17-Jul-1996,4:42 PM,Government Accountability Act of 1996
325,H R 3161,Suspend the rules and pass,17-Jul-1996,4:54 PM,Extending Most-Favored-Nation Status to Romania
326,H R 3230,Close portions of the Conference,17-Jul-1996,6:34 PM,"Department of Defense Authorization, FY 1997"
327,H RES 482,On Agreeing to the Resolution,18-Jul-1996,10:45 AM,Providing for the consideration of H.R. 3734
328,H R 3734,On Agreeing to the Amendment,18-Jul-1996,2:01 PM,
329,H R 3734,On Agreeing to the Amendment,18-Jul-1996,3:45 PM,
330,H R 3734,On Motion to Recommit with Instructions,18-Jul-1996,4:12 PM,Welfare and Medicaid Reform Act of 1996
331,H R 3734,On Passage,18-Jul-1996,4:32 PM,Welfare and Medicaid Reform Act of 1996
332,H R 3845,On Agreeing to the Amendment,22-Jul-1996,6:18 PM,
333,H R 3845,On Agreeing to the Amendment,22-Jul-1996,6:27 PM,
334,H R 3845,On Passage,22-Jul-1996,6:46 PM,District of Columbia Appropriations for F.Y. 1997
335,H R 3267,On Motion to Suspend the Rules and Pass,22-Jul-1996,6:55 PM,Child Pilot Safety Act
336,H R 3536,"On Motion to Suspend the Rules and Pass, as Amended",22-Jul-1996,7:04 PM,Airline Pilot Hiring and Safety Act
337,H R 3159,"On Motion to Suspend the Rules and Pass, as Amended",22-Jul-1996,7:12 PM,National Transportation Safety Board Amendments of 1996
338,H R 3564,"Suspend the rules and pass, as amended",23-Jul-1996,1:21 PM,NATO Enlargement Facilitation Act
339,H R 1627,"Suspend the rules and pass, as amended",23-Jul-1996,1:30 PM,Food Quality Protection Act
340,H R 3814,On agreeing to the amendments en bloc,23-Jul-1996,3:23 PM,
341,H R 3814,On Agreeing to the Amendment,23-Jul-1996,5:24 PM,
342,H R 3814,On Agreeing to the Amendment,23-Jul-1996,6:03 PM,
343,H R 3814,On Agreeing to the Amendment,23-Jul-1996,9:08 PM,
344,H R 3814,On Agreeing to the Amendment,23-Jul-1996,9:16 PM,
345,H R 3814,On Agreeing to the Amendment,23-Jul-1996,9:24 PM,
346,H R 3814,On Agreeing to the Amendment,24-Jul-1996,11:00 AM,
347,H R 3814,On Agreeing to the Amendment,24-Jul-1996,11:09 AM,
348,H R 3814,On Agreeing to the Amendment,24-Jul-1996,2:49 PM,
349,H R 3814,On Agreeing to the Amendment,24-Jul-1996,2:58 PM,
350,H R 3814,On Agreeing to the Amendment,24-Jul-1996,3:05 PM,
351,H R 3814,On Agreeing to the Amendment,24-Jul-1996,3:14 PM,
352,H R 3814,On Passage,24-Jul-1996,3:34 PM,"Commerce, Justice, State, the Judiciary Appropriation, FY 1997"
353,H R 3734,On Motion to Instruct Conferees,24-Jul-1996,6:46 PM,Welfare and Medicaid Reform Act of 1996
354,H R 3816,On Agreeing to the Amendment,24-Jul-1996,9:32 PM,
355,H R 3816,On Agreeing to the Amendment,24-Jul-1996,9:40 PM,
356,H R 3816,On Agreeing to the Amendment,24-Jul-1996,9:48 PM,
357,H R 3816,On Agreeing to the Amendment,25-Jul-1996,10:46 AM,
358,H R 3816,On Agreeing to the Amendment,25-Jul-1996,10:55 AM,
359,H R 3816,On Agreeing to the Amendment,25-Jul-1996,11:04 AM,
360,H R 3816,On Passage,25-Jul-1996,11:28 AM,"Energy and Water Appropriations, FY 1997"
361,H RES 481,On Ordering the Previous Question,25-Jul-1996,1:01 PM,"Providing for consideration of H.R, 3820; Campaign Finance Reform Act"
362,H RES 481,On Agreeing to the Resolution,25-Jul-1996,1:10 PM,"Providing for consideration of H.R, 3820; Campaign Finance Reform Act"
363,H R 3820,On Agreeing to the Amendment,25-Jul-1996,4:04 PM,
364,H R 3820,On Motion to Recommit with Instructions,25-Jul-1996,4:37 PM,Campaign Finance Reform Act
365,H R 3820,On Passage,25-Jul-1996,4:55 PM,Campaign Finance Reform Act
366,JOURNAL,On Approving the Journal,26-Jul-1996,9:25 AM,
367,H RES 488,On Agreeing to the Resolution,26-Jul-1996,11:13 AM,Providing for consideration of H.R. 2391; Working Families Flexibility Act of 1996
368,H CON RES 203,On Agreeing to the Resolution,26-Jul-1996,11:48 AM,Providing for an Adjounment of Both Houses
369,H R 3448,Motion to Instruct Conferees,26-Jul-1996,1:04 PM,Small Business Job Protection Act of 1996
370,H R 2391,On Passage,30-Jul-1996,4:03 PM,Working Families Flexibility Act of 1996
371,H R 3118,"Suspend the rules and pass, as amended",30-Jul-1996,4:22 PM,Veterans Health Care Eligibility Act
372,H R 3610,Close portions of the conference,30-Jul-1996,5:02 PM,Fiscal Year 1997 Department of Defense Appropriations
373,JOURNAL,On Approving the Journal,31-Jul-1996,10:21 AM,
374,MOTION,Permitting the Use of an Exhibit,31-Jul-1996,11:22 AM,
375,MOTION,Table the Motion to Reconsider,31-Jul-1996,11:40 AM,
376,ADJOURN,On Motion to Adjourn,31-Jul-1996,11:59 AM,
377,ADJOURN,On Motion to Adjourn,31-Jul-1996,12:21 PM,
378,ADJOURN,On Motion to Adjourn,31-Jul-1996,12:43 PM,
379,MOTION,Permitting the Use of an Exhibit,31-Jul-1996,1:09 PM,
380,MOTION,Table Motion to Reconsider,31-Jul-1996,1:30 PM,
381,H RES 495,On Ordering the Previous Question,31-Jul-1996,3:21 PM,Waiving points of order against the conference report to accompany the bill (H.R. 3734) to provide for reconciliation pursuant to section 201(a)(1) of the concurrent resolution on the budget for fiscal year 1997
382,H RES 495,On Agreeing to the Resolution,31-Jul-1996,3:30 PM,Waiving points of order against the conference report to accompany the bill (H.R. 3734) to provide for reconciliation pursuant to section 201(a)(1) of the concurrent resolution on the budget for fiscal year 1997
383,H R 3734,On Agreeing to the Conference Report,31-Jul-1996,5:10 PM,Welfare and Medicaid Reform Act of 1996
384,H R 2823,On Agreeing to the Amendment,31-Jul-1996,8:00 PM,
385,H R 2823,On Passage,31-Jul-1996,8:20 PM,Marine Mammal Protection Act
386,H R 3754,On Agreeing to the Conference Report,1-Aug-1996,11:02 AM,Legislative Branch Appropriations for F.Y. 1997
387,H R 3603,On Agreeing to the Conference Report,1-Aug-1996,11:12 AM,FY 1997 Agriculture Appropriations
388,H RES 499,On Agreeing to the Resolution,1-Aug-1996,12:52 PM,Providing for the consideration of H.R. 123
389,H R 123,On Agreeing to the Amendment,1-Aug-1996,4:07 PM,
390,H R 123,On Motion to Recommit with Instructions,1-Aug-1996,4:48 PM,English Language Empowerment Act
391,H R 123,On Passage,1-Aug-1996,4:57 PM,English Language Empowerment Act
392,H R 3103,Recommit conference report with instructions,1-Aug-1996,8:03 PM,Health Coverage Availability and Affordability Act
393,H R 3103,On Agreeing to the Conference Report,1-Aug-1996,8:15 PM,Health Coverage Availability and Affordability Act
394,H R 3517,On Agreeing to the Conference Report,1-Aug-1996,8:47 PM,"Military Construction Appropriations, FY 1997"
395,H R 3845,On Agreeing to the Conference Report,1-Aug-1996,8:59 PM,District of Columbia Appropriations for F.Y. 1997
396,H R 3230,On Motion to Recommit with Instructions,1-Aug-1996,10:29 PM,"Department of Defense Authorization, FY 1997"
397,H R 3230,On agreeing to the conference report,1-Aug-1996,10:37 PM,"Department of Defense Authorization, FY 1997"
398,H R 3448,On Agreeing to the Conference Report,2-Aug-1996,11:46 AM,Small Business Job Protection Act of 1996
399,S 1316,On Agreeing to the Conference Report,2-Aug-1996,1:32 PM,Safe Drinking Water Act amendments of 1995
400,H RES 508,On Agreeing to the Resolution,2-Aug-1996,3:10 PM,Providing for consideration of a certain motion to suspend the rules. (Relating to combating terrorism)
401,H R 3953,On Motion to Suspend the Rules and Pass,2-Aug-1996,4:26 PM,Aviation Security and Antiterrorism Act of 1996
402,H R 447,"Suspend the rules and pass, as amended",4-Sep-1996,5:40 PM,Toll Free Consumer Hotline
403,H CON RES 120,"Suspend the rules and agree, as amended",4-Sep-1996,5:58 PM,Support Ukrainian Democracy
404,H R 3308,On Agreeing to the Amendment,5-Sep-1996,1:21 PM,
405,H R 3308,On Passage,5-Sep-1996,1:55 PM,United States Armed Forces Protection Act
406,H R 3719,On Passage,5-Sep-1996,3:14 PM,To amend the Small Business Act and the Small Business Investment Act of 1958
407,H R 3666,On Motion to Instruct Conferees,11-Sep-1996,1:45 PM,"VA-HUD Appropriations, FY 1997"
408,H R 2202,On Motion to Instruct Conferees,11-Sep-1996,3:03 PM,Immigration Act of 1995
409,H RES 470,Suspend the Rules and Agree,11-Sep-1996,3:23 PM,Monitoring of Student Right to Know and Campus Security Act
410,H R 3863,"Suspend the rules and pass, as amended",11-Sep-1996,3:33 PM,Student Debt Reduction Act of 1996
411,H R 3539,"Suspend the rules and pass, as amended",11-Sep-1996,3:43 PM,Federal Aviation Authorization Act of 1996
412,H R 3759,"Suspend the rules and pass, as amended",11-Sep-1996,3:51 PM,"Exports, Jobs, and Growth Act of 1996"
413,H R 3816,On Agreeing to the Conference Report,12-Sep-1996,11:50 AM,"Energy and Water Appropriations, FY 1997"
414,H R 3802,"Suspend the rules and pass, as amended",17-Sep-1996,6:33 PM,Electronic Freedom of Information Amendments Act
415,H J RES 191,"Suspend the rules and pass, as amended",17-Sep-1996,6:42 PM,To confer Honorary Citizenship of the United States on Mother Teresa
416,H R 3723,"Suspend the rules and pass, as amended",17-Sep-1996,6:51 PM,Economic Espionage Act
417,H R 3803,"On Motion to Suspend the Rules and Pass, as Amended",17-Sep-1996,7:00 PM,George Bush School of Government and Public Service
418,H R 3923,"Suspend the rules and pass, as amended",18-Sep-1996,12:30 PM,Aviation Disaster Family Assistance Act
419,H R 3675,On Agreeing to the Conference Report,18-Sep-1996,1:51 PM,Transportation Appropriations for F.Y. 1997
420,JOURNAL,On Approving the Journal,19-Sep-1996,10:54 AM,
421,H R 1833,On Motion to Discharge the Judiciary Committee,19-Sep-1996,12:36 PM,Partial-Birth Abortion Ban
422,H R 1833,"Passage, Objections of the President Notwithstanding",19-Sep-1996,2:14 PM,Partial-Birth Abortion Ban
423,H RES 524,On motion to table,19-Sep-1996,2:37 PM,
424,H RES 526,On motion to table,19-Sep-1996,3:00 PM,
425,H RES 525,On Agreeing to the Resolution,24-Sep-1996,7:06 PM,Waiving a requirement of clause 4(b) of rule XI with respect to consideration of certain resolutions reported from the Committee on Rules
426,H R 3666,On Agreeing to the Conference Report,24-Sep-1996,8:42 PM,"VA-HUD Appropriations, FY 1997"
427,H R 3452,"On Motion to Suspend the Rules and Pass, as Amended",24-Sep-1996,9:00 PM,Presidential and Executive Office Accountability Act
428,H RES 531,On Motion to Table the Resolution,24-Sep-1996,9:21 PM,Question of the Privileges of the House
429,H RES 532,On Motion to Table the Resolution,24-Sep-1996,9:41 PM,Question of the Privileges of the House
430,H RES 528,On Agreeing to the Resolution,25-Sep-1996,1:27 PM,Waiving points of order against the conference report to accompany H.R. 2202; Immigration and Nationality Act
431,H R 2202,Recommit conference report with instructions,25-Sep-1996,3:11 PM,Immigration Act of 1995
432,H R 2202,On Agreeing to the Conference Report,25-Sep-1996,3:21 PM,Immigration Act of 1995
433,H R 4134,On Passage,25-Sep-1996,5:43 PM,"To amend the Immigration and Nationality Act to authorize States to deny public education benefits to aliens not lawfully present in the U.S. who are not enrolled in public schools during the period beginning September 1, 1996, and ending July 1, 1997"
434,H R 3852,"Suspend the rules and pass, as amended",26-Sep-1996,11:51 AM,Comprehensive Methamphetamine Control Act
435,H R 4137,Suspend the rules and pass,26-Sep-1996,12:02 PM,Drug-Induced Rape Prevention and Punishment Act
436,H R 3456,"Suspend the rules and pass, as amended",26-Sep-1996,12:11 PM,Sexual Offender Tracking and Identification Act
437,H R 2092,"Suspend the rules and pass, as amended",26-Sep-1996,12:21 PM,Private Security Officer Quality Assurance Act
438,H RES 535,Suspend the Rules and Agree,26-Sep-1996,12:29 PM,Government Accountability Act
439,H R 3497,"Suspend the rules and pass, as amended",26-Sep-1996,12:38 PM,Snoqualmie National Forest Boundary Adjustment
440,H CON RES 145,Suspend the rules and agree,26-Sep-1996,6:37 PM,Remove Russian Forces from Moldova
441,H CON RES 189,"Suspend the rules and agree, as amended",26-Sep-1996,6:48 PM,U.S. Membership in South Pacific Organizations
442,H R 3752,"Suspend the rules and pass, as amended",26-Sep-1996,6:57 PM,American Land Sovereignty Protection Act
443,H R 4011,"Suspend the rules and pass, as amended",26-Sep-1996,7:07 PM,Congressional Pension Forfeiture Act
444,H R 3841,"Suspend the rules and pass, as amended",26-Sep-1996,7:19 PM,Civil Service Reform Act
445,H RES 540,On Agreeing to the Resolution,27-Sep-1996,12:43 PM,Waiving points of order against the conference report on H.R. 3539
446,H R 3539,On Agreeing to the Conference Report,27-Sep-1996,2:18 PM,Federal Aviation Authorization Act of 1996
447,H R 4073,On Motion to Suspend the Rules and Pass,27-Sep-1996,3:00 PM,National Underground Railroad Freedom Center
448,S 39,On Motion to Suspend the Rules and Pass,27-Sep-1996,3:09 PM,Sustainable Fisheries Act
449,H R 4000,"Suspend the rules and pass, as amended",27-Sep-1996,5:27 PM,Reestablish POW/MIA Procedures
450,S 1505,Suspend the rules and pass,27-Sep-1996,5:36 PM,Accountable Pipline Safety and Partnership Act of 1996
451,H R 1332,"Suspend the rules and pass, as amended",28-Sep-1996,7:25 PM,Omnibus Insular Areas Act of 1996
452,H R 3163,Suspend the rules and pass,28-Sep-1996,7:36 PM,State Authority Tax Compensation Act
453,H R 4236,"On Motion to Suspend the Rules and Pass, as Amended",28-Sep-1996,7:46 PM,Omnibus Parks and Public Lands Management Act
454,H RES 546,On Ordering the Previous Question,28-Sep-1996,8:05 PM,Consideration of Sine Die Resolutions
455,H R 3610,On Agreeing to the Conference Report,28-Sep-1996,10:15 PM,Department of Defense Appropriations for F.Y. 1997
