id,legislation,question,datetime,description
18,H R 2880,On Motion to Recommit with Instructions,25-Jan-1996,7:25 PM,Making appropriations for fiscal year 1996 to make a downpayment toward a balanced budget
19,H R 2880,On Passage,25-Jan-1996,7:41 PM,Making appropriations for fiscal year 1996 to make a downpayment toward a balanced budget
20,H RES 349,On Motion to Suspend the Rules and Agree,31-Jan-1996,6:06 PM,Providing for the consideration of S. 534
21,H R 2036,"Suspend the rules and pass, as amended",31-Jan-1996,6:17 PM,Land Disposal Program Flexibility Act of 1995
22,H R 2546,Recommit Conference Report With Instructions,31-Jan-1996,8:03 PM,District of Columbia Appropriations for F.Y. 1996
23,H R 2546,On Agreeing to the Conference Report,31-Jan-1996,8:21 PM,District of Columbia Appropriations for F.Y. 1996
24,H RES 353,On Agreeing to the Resolution,1-Feb-1996,2:39 PM,Waiving points of order against the conference report to accompany S. 652; Telecommunications Reform Act
25,S 652,On Agreeing to the Conference Report,1-Feb-1996,4:23 PM,Telecommunications Reform Act
26,MOTION,Table the Appeal of the Ruling of the Chair,1-Feb-1996,5:10 PM,
27,MOTION,Table the Appeal of the Ruling of the Chair,1-Feb-1996,5:46 PM,
28,H RES 355,On Ordering the Previous Question,1-Feb-1996,7:22 PM,Providing for the consideration of H.R. 2924; Social Security Benefits
29,H CON RES 141,On Agreeing to the Resolution,1-Feb-1996,7:48 PM,Providing for the adjournment of the two Houses
30,H R 2924,On Passage,1-Feb-1996,8:18 PM,Social Security Benefits
31,H RES 366,On Ordering the Previous Question,28-Feb-1996,12:49 PM,"Providing for the consideration of H.R. 2854, Agricutural Market Transition Act"
32,H RES 366,On Agreeing to the Resolution,28-Feb-1996,1:06 PM,"Providing for the consideration of H.R. 2854, Agricutural Market Transition Act"
33,H R 2854,On Agreeing to the Amendment,28-Feb-1996,5:24 PM,
34,H R 2854,On Agreeing to the Amendment,28-Feb-1996,6:43 PM,
35,H R 2854,On Agreeing to the Amendment,28-Feb-1996,8:33 PM,
36,H R 2854,On Agreeing to the Amendment,28-Feb-1996,9:57 PM,
37,H R 2854,On Agreeing to the Amendment,29-Feb-1996,10:10 AM,
38,H R 2854,On Agreeing to the Amendment,29-Feb-1996,11:30 AM,
39,H R 2854,On Agreeing to the Amendment,29-Feb-1996,12:25 PM,
40,H R 2854,On Agreeing to the Amendment,29-Feb-1996,1:47 PM,
41,H R 2854,On Motion to Recommit with Instructions,29-Feb-1996,2:26 PM,Agricultural Market Transition Act
42,H R 2854,On Passage,29-Feb-1996,2:44 PM,Agricultural Market Transition Act
43,H R 956,Motion to Instruct Conferees,29-Feb-1996,4:06 PM,Product Liability Reform
44,H R 2778,"Suspend the rules and pass, as amended",5-Mar-1996,3:23 PM,Tax Treatment for Individuals Performing Services in Certain Hazardous Duty Areas
45,JOURNAL,On Approving the Journal,6-Mar-1996,11:55 AM,
46,H RES 370,On Agreeing to the Resolution,6-Mar-1996,1:34 PM,Waiving points of order against the conference report to accompany H.R. 927; Cuban Liberty and Democratic Solidarity Act
47,H R 927,On Agreeing to the Conference Report,6-Mar-1996,3:13 PM,Cuban Liberty and Democratic Solidarity Act
48,H R 3021,On Passage,7-Mar-1996,11:45 AM,Debt Limit Extension
49,H RES 372,On Agreeing to the Amendment,7-Mar-1996,1:18 PM,
50,H RES 372,On Agreeing to the Resolution,7-Mar-1996,1:26 PM,Providing for consideration of H.R. 3019; Omnibus Appropriations for Fiscal Year 1996
51,H R 3019,On Agreeing to the Amendment,7-Mar-1996,3:38 PM,
52,H R 3019,On Agreeing to the Amendment,7-Mar-1996,4:29 PM,
53,H R 3019,On Agreeing to the Amendment,7-Mar-1996,5:18 PM,
54,H R 3019,On Motion to Recommit with Instructions,7-Mar-1996,5:49 PM,Omnibus Appropriations for Fiscal Year 1996
55,H R 3019,On Passage,7-Mar-1996,6:06 PM,Omnibus Appropriations for Fiscal Year 1996
56,H RES 375,On Agreeing to the Resolution,12-Mar-1996,5:49 PM,"Waiving points of order against the conference report on H.R. 1561, American Overseas Interests Act"
57,H J RES 78,"On Motion to Suspend the Rules and Pass, as Amended",12-Mar-1996,6:10 PM,Bi-State Development Agency Authority
58,H CON RES 149,"On Motion to Suspend the Rules and Agree, as Amended",12-Mar-1996,6:19 PM,Condemning Terror Attacks in Israel
59,H R 1561,On Agreeing to the Conference Report,12-Mar-1996,7:47 PM,American Overseas Interests Act
60,H RES 380,On Agreeing to the Resolution,13-Mar-1996,12:20 PM,Providing for consideration of H.R. 2703; Anti-Terrorism Act
61,H R 2703,On Agreeing to the Amendment,13-Mar-1996,3:13 PM,
62,H J RES 163,On Passage,14-Mar-1996,12:00 PM,Making further continuing appropriations for F.Y. 1996
63,JOURNAL,On Approving the Journal,14-Mar-1996,12:20 PM,
64,H R 2703,On Agreeing to the Amendment,14-Mar-1996,12:56 PM,
65,H R 2703,On Agreeing to the Amendment,14-Mar-1996,2:31 PM,
66,H R 2703,On Passage,14-Mar-1996,2:53 PM,To Combat Terrorism
67,H R 2854,Motion to Instruct Conferees,14-Mar-1996,3:23 PM,Agricultural Market Transition Act
68,H RES 384,On Ordering the Previous Question,19-Mar-1996,5:36 PM,"Providing for the consideration of H.R. 2202, Immigration and National Interest Act"
69,H R 2937,"Suspend the rules and pass, as amended",19-Mar-1996,5:56 PM,White House Travel Office Employees
70,H CON RES 148,"Suspend the Rules and Agree, as amended",19-Mar-1996,6:10 PM,Taiwan Defense
71,H R 2202,On Agreeing to the Amendment,20-Mar-1996,12:03 PM,
72,H R 2202,On Agreeing to the Amendment,20-Mar-1996,12:15 PM,
73,H R 2202,On Agreeing to the Amendment,20-Mar-1996,4:34 PM,
74,H R 2202,On Agreeing to the Amendment,20-Mar-1996,4:44 PM,
75,H R 2202,On Agreeing to the Amendment,20-Mar-1996,5:02 PM,
76,H R 2202,On Agreeing to the Amendment,20-Mar-1996,5:13 PM,
77,H R 2202,On Agreeing to the Amendment,20-Mar-1996,6:47 PM,
78,H R 2202,On Agreeing to the Amendment,20-Mar-1996,9:02 PM,
79,H R 2202,On Agreeing to the Amendment,20-Mar-1996,9:11 PM,
80,H RES 386,On Ordering the Previous Question,21-Mar-1996,11:59 AM,"Providing for the consideration of H.J. Res. 165, Further Continuing Appropriations, FY 1996"
81,H RES 386,On Agreeing to the Resolution,21-Mar-1996,12:08 PM,"Providing for the consideration of H.J. Res. 165, Further Continuing Appropriations, FY 1996"
82,H J RES 165,On Motion to Recommit with Instructions,21-Mar-1996,1:54 PM,"Further Continuing Appropriations, FY 1996"
83,H J RES 165,On Passage,21-Mar-1996,2:06 PM,"Further Continuing Appropriations, FY 1996"
84,H R 2202,On Agreeing to the Amendment,21-Mar-1996,4:00 PM,
85,H R 2202,On Agreeing to the Amendment,21-Mar-1996,6:08 PM,
86,H R 2202,On Agreeing to the Amendment,21-Mar-1996,7:26 PM,
87,H R 2202,On Agreeing to the Amendment,21-Mar-1996,7:35 PM,
88,H R 2202,On Motion to Recommit with Instructions,21-Mar-1996,8:05 PM,Immigration Act of 1995
89,H R 2202,On Passage,21-Mar-1996,8:13 PM,Immigration Act of 1995
90,H R 3019,On Motion to Instruct Conferees,21-Mar-1996,8:49 PM,Omnibus Appropriations for Fiscal Year 1996
91,H RES 388,On Agreeing to the Resolution,22-Mar-1996,12:06 PM,"Providing for the consideration of H.R.125, Crime Enforcement and Second Amendment Restoration Act"
92,H R 125,On Passage,22-Mar-1996,2:01 PM,Gun Crime Enforcement and Second Amendment Restoration Act
93,H RES 389,On Agreeing to the Resolution,27-Mar-1996,6:32 PM,Providing for the consideration of the Senate amendments to the bill (H.R. 1833) to ban partial birth abortions
94,H R 1833,Agree to Senate Amendments,27-Mar-1996,8:08 PM,Partial-Birth Abortion Ban
95,H RES 379,Suspend the rules and agree,27-Mar-1996,8:27 PM,Eighth Anniversary of the Massacre of the Kurds
96,H CON RES 102,Suspend the rules and agree,27-Mar-1996,8:36 PM,Condemn Iranian Treatment of Baha’is
97,H RES 391,On Ordering the Previous Question,28-Mar-1996,12:14 PM,Providing for consideration of H.R. 3136; Debt Limit Extension
98,H RES 391,"On agreeing to the resolution, as amended",28-Mar-1996,12:24 PM,Providing for consideration of H.R. 3136; Debt Limit Extension
99,MOTION,Table Appeal of the Ruling of the Chair,28-Mar-1996,2:53 PM,
100,H R 3136,Consideration of Motion to Recommit With Instructions,28-Mar-1996,3:37 PM,Debt Limit Extension
101,H R 3136,On Motion to Recommit with Instructions,28-Mar-1996,4:14 PM,Debt Limit Extension
102,H R 3136,On Passage,28-Mar-1996,4:32 PM,Debt Limit Extension
103,H RES 392,On Ordering the Previous Question,28-Mar-1996,6:09 PM,"Providing for the consideration of H.R. 3103, Health Coverage Availabilty and Affordability Act"
104,H R 3103,On Agreeing to the Amendment,28-Mar-1996,10:25 PM,
105,H R 3103,On Motion to Recommit with Instructions,28-Mar-1996,10:57 PM,Health Coverage Availability and Affordability Act
106,H R 3103,On Passage,28-Mar-1996,11:05 PM,Health Coverage Availability and Affordability Act
107,H R 2854,On Agreeing to the Conference Report,29-Mar-1996,12:36 AM,Agricultural Market Transition Act
108,H RES 394,On Ordering the Previous Question,29-Mar-1996,11:42 AM,Waiving points of order against the conference report to accompany H.R. 956; Product Liability Reform Act
109,JOURNAL,On Approving the Journal,29-Mar-1996,11:59 AM,
110,H R 956,On Agreeing to the Conference Report,29-Mar-1996,1:43 PM,Product Liability Reform
111,H RES 395,On Ordering the Previous Question,15-Apr-1996,6:03 PM,"Providing for the consideration of H.J. Res. 159, proposing an amendment to the Constitution of the U.S. to require two-thirds majorities for bills increasing taxes"
112,H RES 395,Table the Motion to Reconsider,15-Apr-1996,6:20 PM,"Providing for the consideration of H.J. Res. 159, proposing an amendment to the Constitution of the U.S. to require two-thirds majorities for bills increasing taxes"
113,H RES 395,On Agreeing to the Resolution,15-Apr-1996,6:29 PM,"Providing for the consideration of H.J. Res. 159, proposing an amendment to the Constitution of the U.S. to require two-thirds majorities for bills increasing taxes"
114,H RES 395,Table the Motion to Reconsider,15-Apr-1996,6:47 PM,"Providing for the consideration of H.J. Res. 159, proposing an amendment to the Constitution of the U.S. to require two-thirds majorities for bills increasing taxes"
115,MOTION,"Consideration of H.J. Res. 159, as Amended",15-Apr-1996,7:06 PM,
116,MOTION,table motion to reconsider,15-Apr-1996,7:23 PM,
117,H J RES 159,On Passage,15-Apr-1996,11:31 PM,Proposing an amendment to the Constitution of the U.S. to require two-thirds majorities for bills increasing taxes
118,JOURNAL,On Approving the Journal,16-Apr-1996,11:27 AM,
119,H R 2337,"Suspend the rules and pass, as amended",16-Apr-1996,3:04 PM,Taxpayer Bill of Rights Act
120,H RES 316,Suspend the rules and agree,16-Apr-1996,3:14 PM,Condemn Holocaust Doubters
121,H R 842,On Agreeing to the Amendment,17-Apr-1996,4:06 PM,
122,H R 842,On Passage,17-Apr-1996,4:40 PM,Truth in Budgeting Act
123,H RES 406,On Agreeing to the Resolution,18-Apr-1996,12:03 PM,Tribute to Ronald H. Brown
124,H RES 405,On Ordering the Previous Question,18-Apr-1996,1:14 PM,Waiving points of order against the conference report to accompany S. 735; Anti-Terrorism Act
125,H RES 405,On Agreeing to the Resolution,18-Apr-1996,1:24 PM,Waiving points of order against the conference report to accompany S. 735; Anti-Terrorism Act
126,S 735,On Agreeing to the Conference Report,18-Apr-1996,2:57 PM,Anti-Terrorism Act
127,H R 1965,"Suspend Rules and Pass, As Amended",23-Apr-1996,5:44 PM,Coastal Zone Management Act of 1972 Reauthorization
128,H R 2160,"Suspend Rules and Pass, As Amended",23-Apr-1996,5:54 PM,Cooperative Fisheries Management Act
129,H J RES 175,On Passage,24-Apr-1996,12:22 PM,Making further continuing appropriations for F.Y. 1996
130,H R 2715,On Passage,24-Apr-1996,1:32 PM,Paperwork Elimination Act of 1996
131,H R 1675,On Passage,24-Apr-1996,4:56 PM,National Wildlife Refuge Act
132,JOURNAL,On Approving the Journal,25-Apr-1996,10:25 AM,
133,H RES 412,On Ordering the Previous Question,25-Apr-1996,12:55 PM,Waiving a requirement of clause 4(b) of rule XI with respect to consideration of certain resolutions from the Committee on Rules
134,H RES 412,On Agreeing to the Resolution,25-Apr-1996,1:12 PM,Waiving a requirement of clause 4(b) of rule XI with respect to consideration of certain resolutions from the Committee on Rules
135,H R 3019,On Agreeing to the Conference Report,25-Apr-1996,4:53 PM,Omnibus Appropriations for Fiscal Year 1996
136,H R 1561,"Passage, Objection of the President Notwithstanding",30-Apr-1996,6:36 PM,American Overseas Interests Act
137,H R 3008,Suspend the rules and pass,30-Apr-1996,6:57 PM,Helium Privatization Act of 1995
138,H R 1823,"Suspend the rules and pass, as amended",30-Apr-1996,7:07 PM,Central Utah Project Completion Act
139,JOURNAL,On Approving the Journal,1-May-1996,12:01 PM,
140,H RES 418,On Ordering the Previous Question,1-May-1996,1:27 PM,"Providing for the consideration of H.R. 2641, United States Marshals Service Improvement Act"
141,H R 2641,On Passage,1-May-1996,2:29 PM,United States Marshals Service Improvement Act
142,H RES 419,On Agreeing to the Resolution,1-May-1996,3:26 PM,Providing for consideration of H. R. 2149; Ocean Shipping Reform Act
143,H R 2149,On Agreeing to the Amendment,1-May-1996,5:55 PM,
144,H R 2149,On Passage,1-May-1996,6:25 PM,Ocean Shipping Reform Act
145,S 641,On Agreeing to the Conference Report,1-May-1996,7:33 PM,Ryan White Care Act Amendments
146,H R 2974,On Agreeing to the Amendment,7-May-1996,7:18 PM,
147,H R 2974,On Agreeing to the Amendment,7-May-1996,9:23 PM,
148,H R 2974,On Passage,7-May-1996,9:43 PM,Crimes Against Children and Elderly Persons Increased Punishment Act
149,H R 2137,"On Motion to Suspend the Rules and Pass, as Amended",7-May-1996,10:05 PM,Megan’s Law
150,H RES 416,On Ordering the Previous Question,8-May-1996,12:56 PM,Establishing a select subcomittee of the Committee on International Relations to investigate the U. S. role in Iranian arms transfers to Croatia and Bosnia
151,H RES 416,On Agreeing to the Resolution,8-May-1996,1:05 PM,Establishing a select subcomittee of the Committee on International Relations to investigate the U. S. role in Iranian arms transfers to Croatia and Bosnia
152,H RES 417,On Agreeing to the Resolution,8-May-1996,2:36 PM,Providing amounts for the expenses of the Select Subcomittee on the U. S. role in Iranian Arms Transfers to Croatia and Bosnia of the Committee on International Relations
153,H RES 426,On Ordering the Previous Question,8-May-1996,4:14 PM,"Providing for the consideration of H.R. 2406, U.S. Housing Act of 1996"
154,H R 2406,On Agreeing to the Amendment,8-May-1996,9:59 PM,
155,MOTION,Committees to sit,9-May-1996,11:08 AM,
156,H R 2406,On Agreeing to the Amendment,9-May-1996,1:01 PM,
157,H R 2406,On Agreeing to the Amendment,9-May-1996,5:07 PM,
158,H R 2406,On Agreeing to the Amendment,9-May-1996,5:18 PM,
159,H R 2406,On Agreeing to the Amendment,9-May-1996,5:40 PM,
160,H R 2406,On Motion to Recommit with Instructions,9-May-1996,6:14 PM,United States Housing Act of 1996
161,H R 2406,On Passage,9-May-1996,6:23 PM,United States Housing Act of 1996
162,H R 956,"Passage, Objections of the President Notwithstanding",9-May-1996,8:11 PM,Product Liability Reform
163,JOURNAL,On Approving the Journal,10-May-1996,10:48 AM,
164,H R 3286,On Agreeing to the Amendment,10-May-1996,11:56 AM,
165,H R 3286,On Passage,10-May-1996,12:16 PM,Adoption Promotion and Stability Act
166,H RES 430,On Agreeing to the Resolution,10-May-1996,1:47 PM,Providing for consideration of H.R. 3230; Defense Authorization for F.Y. 1997
167,H R 3230,On Agreeing to the Amendment,14-May-1996,7:43 PM,
168,H R 3230,On Agreeing to the Amendment,14-May-1996,8:46 PM,
169,H RES 303,On Ordering the Previous Question,15-May-1996,11:37 AM,Providing for the consideration of H.R. 1745
170,H R 3230,On Agreeing to the Amendment,15-May-1996,1:16 PM,
171,H R 3230,On Agreeing to the Amendment,15-May-1996,1:50 PM,
172,H R 3230,On Agreeing to the Amendment,15-May-1996,2:39 PM,
173,H R 3230,On Motion to Recommit with Instructions,15-May-1996,3:55 PM,"Department of Defense Authorization, FY 1997"
174,H R 3230,On Passage,15-May-1996,4:06 PM,"Department of Defense Authorization, FY 1997"
175,H RES 435,On Ordering the Previous Question,16-May-1996,11:00 AM,"Providing for the further consideration of H. Con. Res. 178, Congressional Budget for the U.S. Government"
176,H CON RES 178,On Agreeing to the Amendment,16-May-1996,12:41 PM,
177,H CON RES 178,On Agreeing to the Amendment,16-May-1996,2:15 PM,
178,H CON RES 178,On Agreeing to the Amendment,16-May-1996,3:49 PM,
179,H CON RES 178,On Agreeing to the Resolution,16-May-1996,4:48 PM,Congressional Budget For U.S. Government
180,H RES 436,On Ordering the Previous Question,21-May-1996,5:26 PM,Providing for the consideration of H.R. 3415; Gas Tax Increase Repeal
181,H R 3415,On Motion to Recommit with Instructions,21-May-1996,7:15 PM,Gas Tax Increase Repeal
182,H R 3415,On Passage,21-May-1996,7:35 PM,Gas Tax Increase Repeal
183,H CON RES 167,Suspend the Rules and Agree,21-May-1996,7:44 PM,10th Anniversary of the Chornobyl Disaster
184,H R 3259,"On Agreeing to the Amendment, As Amended",22-May-1996,2:21 PM,
185,H R 3259,On Agreeing to the Amendment,22-May-1996,2:39 PM,
186,H R 3259,On Agreeing to the Amendment,22-May-1996,2:48 PM,
187,H R 3259,On Agreeing to the Amendment,22-May-1996,3:45 PM,
188,H R 3259,On Agreeing to the Amendment,22-May-1996,4:54 PM,
189,H RES 440,On Agreeing to the Resolution,22-May-1996,6:40 PM,Providing for consideration of H.R. 3448; Small Business Job Protection Act and H.R. 1227; Employee Commuting Flexibility Act
190,H R 3448,On Passage,22-May-1996,8:16 PM,Small Business Job Protection Act of 1996
191,MOTION,Question of consideration of the amendment,23-May-1996,11:02 AM,
192,H R 1227,On Agreeing to the Amendment,23-May-1996,1:19 PM,
193,H R 1227,"On agreeing to Subsecs. A, B, & C of the Amendment",23-May-1996,2:56 PM,
194,H R 1227,On Agreeing to Subsection D of the Amendment,23-May-1996,3:16 PM,
195,H R 1227,On Passage,23-May-1996,3:35 PM,Employee Commuting Act
196,H R 3322,On Agreeing to the Amendment,29-May-1996,6:55 PM,
197,H R 3322,On Agreeing to the Amendment,29-May-1996,7:02 PM,
198,H R 3322,On Agreeing to the Amendment,29-May-1996,7:47 PM,
199,JOURNAL,On Approving the Journal,30-May-1996,10:23 AM,
200,H R 3517,On Agreeing to the Amendment,30-May-1996,1:00 PM,
201,H R 3517,On Passage,30-May-1996,1:22 PM,"Military Construction Appropriations, FY 1997"
202,H R 3322,On Agreeing to the Amendment,30-May-1996,3:11 PM,
203,H R 3322,On Agreeing to the Amendment,30-May-1996,3:19 PM,
204,H R 3322,On Agreeing to the Amendment,30-May-1996,4:01 PM,
205,H R 3322,On Agreeing to the Amendment,30-May-1996,5:04 PM,
206,H R 3322,On Agreeing to the Amendment,30-May-1996,5:33 PM,
207,H R 3322,On Agreeing to the Amendment,30-May-1996,7:01 PM,
208,H R 3322,On Agreeing to the Amendment,30-May-1996,7:08 PM,
209,H CON RES 178,On Motion to Instruct Conferees,30-May-1996,9:18 PM,Congressional Budget For U.S. Government
210,H R 3540,On Agreeing to the Amendment,5-Jun-1996,1:27 PM,
211,H R 3540,On Agreeing to the Amendment,5-Jun-1996,1:37 PM,
212,H R 3540,On Agreeing to the Amendment,5-Jun-1996,3:03 PM,
213,H R 3540,On Agreeing to the Amendment,5-Jun-1996,3:42 PM,
214,H R 3540,On Agreeing to the Amendment,5-Jun-1996,6:36 PM,
215,H R 3540,On Agreeing to the Amendment,5-Jun-1996,10:04 PM,
216,H R 3540,On Agreeing to the Amendment,5-Jun-1996,10:12 PM,
217,H R 3540,On Agreeing to the Amendment,5-Jun-1996,10:20 PM,
218,H R 3540,On Agreeing to the Amendment,5-Jun-1996,10:28 PM,
219,H RES 446,On Agreeing to the Resolution,6-Jun-1996,12:01 PM,Providing for consideration of H.R. 3562; Waivers for Wisconsin Welfare Plan
220,H R 3562,On Agreeing to the Amendment,6-Jun-1996,2:45 PM,
221,H R 3562,On Passage,6-Jun-1996,3:07 PM,Waivers for Wisconsin Welfare Plan
222,H R 3364,"Suspend the Rules and Pass, As Amended",10-Jun-1996,5:29 PM,"Designating the William J. Nealon U.S, Courthouse"
223,H R 3400,"Suspend the Rules and Pass, As Amended",10-Jun-1996,5:38 PM,Designating the Roman L. Hruska U.S. Courthouse
224,H R 3060,On Motion to Suspend the Rules and Pass,10-Jun-1996,5:46 PM,Antarctic Environmental Protection Act
225,JOURNAL,On Approving the Journal,11-Jun-1996,11:20 AM,
226,H R 3103,Motion to Instruct Conferees,11-Jun-1996,1:15 PM,Health Coverage Availability and Affordability Act
227,H R 3540,On Agreeing to the Amendment,11-Jun-1996,3:20 PM,
228,H R 3540,On Passage,11-Jun-1996,3:46 PM,Foreign Operations Appropriations for F.Y. 1997
229,JOURNAL,On Approving the Journal,12-Jun-1996,10:57 AM,
230,H R 3603,On Agreeing to the Amendment,12-Jun-1996,12:07 PM,
231,H R 3603,On Agreeing to the Amendment,12-Jun-1996,2:15 PM,
232,H R 3603,On Agreeing to the Amendment,12-Jun-1996,2:26 PM,
233,H R 3603,On Agreeing to the Amendment,12-Jun-1996,6:19 PM,
234,H R 3603,On Passage,12-Jun-1996,7:01 PM,FY 1997 Agriculture Appropriations
235,H RES 450,On Agreeing to the Resolution,12-Jun-1996,8:38 PM,Waiving points of order against the conference report to accompany H.Con.Res. 178; Budget for U.S. Government for F.Y. 1997
236,H CON RES 178,On Agreeing to the Conference Report,12-Jun-1996,10:20 PM,Congressional Budget For U.S. Government
237,H R 2754,On Agreeing to the Amendment,13-Jun-1996,1:21 PM,
238,H R 2754,On Passage,13-Jun-1996,1:42 PM,Shipbuilding Trade Agreement Act
239,H R 3610,On Agreeing to the Amendment,13-Jun-1996,2:59 PM,
240,H R 3610,On Agreeing to the Amendment,13-Jun-1996,4:23 PM,
241,H R 3610,On Agreeing to the Amendment,13-Jun-1996,4:30 PM,
242,H R 3610,On Agreeing to the Amendment,13-Jun-1996,4:39 PM,
243,H R 3610,On Agreeing to the Amendment,13-Jun-1996,7:24 PM,
244,H R 3610,On Agreeing to the Amendment,13-Jun-1996,7:31 PM,
245,H R 3610,On Agreeing to the Amendment,13-Jun-1996,7:39 PM,
246,H R 3610,On Agreeing to the Amendment,13-Jun-1996,8:52 PM,
247,H R 3610,On Passage,13-Jun-1996,9:12 PM,Fiscal Year 1997 Department of Defense Appropriations
248,H R 3525,"On Motion to Suspend the Rules and Pass, as Amended",18-Jun-1996,6:20 PM,Church Arson Prevention Act
249,H R 3005,"Suspend the rules and pass, as amended",19-Jun-1996,11:54 AM,Securities Amendments of 1996
250,H R 3107,"Suspend the rules and pass, as amended",19-Jun-1996,12:04 PM,Iran and Libya Sanctions Act
251,H R 3662,On Agreeing to the Amendment,19-Jun-1996,2:27 PM,
252,H R 3662,On Agreeing to the Amendment,19-Jun-1996,3:20 PM,
253,H R 3662,On Agreeing to the Amendment,19-Jun-1996,6:17 PM,
254,H R 3662,On Agreeing to the Amendment,19-Jun-1996,8:46 PM,
255,H R 3662,On Agreeing to the Amendment,19-Jun-1996,8:54 PM,
256,H R 3662,On Agreeing to the Amendment,19-Jun-1996,9:04 PM,
257,H R 3662,On Agreeing to the Amendment,19-Jun-1996,9:11 PM,
258,H R 3662,On Agreeing to the Amendment,19-Jun-1996,11:18 PM,
259,H R 3662,On Agreeing to the Amendment,20-Jun-1996,12:55 PM,
260,H R 3662,On Agreeing to the Amendment,20-Jun-1996,1:04 PM,
261,H R 3662,On Agreeing to the Amendment,20-Jun-1996,1:12 PM,
262,H R 3662,On Agreeing to the Amendment,20-Jun-1996,4:28 PM,
263,H R 3662,On Agreeing to the Amendment,20-Jun-1996,4:35 PM,
264,H R 3662,On Agreeing to the Amendment,20-Jun-1996,4:42 PM,
265,H R 3662,On Agreeing to the Amendment,20-Jun-1996,4:51 PM,
266,H R 3662,On Agreeing to the Amendment,20-Jun-1996,5:15 PM,
267,H R 3662,On Motion to Recommit,20-Jun-1996,5:34 PM,Interior Appropriations for F.Y. 1997
268,H R 3662,On Passage,20-Jun-1996,5:54 PM,Interior Appropriations for F.Y. 1997
269,H RES 456,On Agreeing to the Resolution,25-Jun-1996,3:09 PM,"Providing for the consideration of H.R. 3666, VA-HUD Appropriations, FY 1997"
270,H R 3666,On Agreeing to the Amendment,25-Jun-1996,9:10 PM,
271,ADJOURN,On Motion to Adjourn,26-Jun-1996,11:06 AM,
272,H R 3666,On Agreeing to the Amendment,26-Jun-1996,11:29 AM,
273,H R 3666,On Agreeing to the Amendment,26-Jun-1996,11:37 AM,
274,H R 3666,On Agreeing to the Amendment,26-Jun-1996,11:44 AM,
275,H R 3666,On Agreeing to the Amendment,26-Jun-1996,11:51 AM,
276,H R 3666,On Agreeing to the Amendment,26-Jun-1996,3:12 PM,
277,H R 3666,On Agreeing to the Amendment,26-Jun-1996,9:00 PM,
278,H R 3666,On Agreeing to the Amendment,26-Jun-1996,9:07 PM,
279,H R 3666,On Agreeing to the Amendment,26-Jun-1996,10:49 PM,
280,H R 3666,On Agreeing to the Amendment,26-Jun-1996,11:00 PM,
281,H R 3666,On Motion to Recommit with Instructions,26-Jun-1996,11:26 PM,"VA-HUD Appropriations, FY 1997"
282,H R 3666,On Passage,26-Jun-1996,11:42 PM,"VA-HUD Appropriations, FY 1997"
283,MOTION,Permission to use exhibit,27-Jun-1996,3:47 PM,
284,H J RES 182,On Passage,27-Jun-1996,4:19 PM,Disapproving most-favored-nation treatment to the products of the People’s Republic of China
