161,Dwyer,D,NJ,
162,"Luken, Thomas",D,OH,
163,Boehlert,R,NY,
164,Lehman (FL),D,FL,
165,Martin (IL),R,IL,
166,Pickett,D,VA,
167,Cardin,D,MD,
168,Thomas,R,CA,
169,Stenholm,D,TX,
170,Mrazek,D,NY,
171,Markey,D,MA,
172,Costello,D,IL,
173,Grandy,R,IA,
174,Hayes,D,LA,
175,Smith (OR),R,OR,
176,Green,R,NY,
177,Robinson,R,AR,
178,Valentine,D,NC,
179,Duncan,R,TN,
180,Glickman,D,KS,
181,Tauke,R,IA,
182,Dixon,D,CA,
183,Nagle,D,IA,
184,Mfume,D,MD,
185,Kasich,R,OH,
186,Stallings,D,ID,
187,Dyson,D,MD,
188,Rangel,D,NY,
189,Oakar,D,OH,
190,Leach,R,IA,
191,Lewis (CA),R,CA,
192,Sensenbrenner,R,WI,
193,Hertel,D,MI,
194,Flake,D,NY,
195,Sabo,D,MN,
196,Hayes (IL),D,IL,
197,Unsoeld,D,WA,
198,Flippo,D,AL,
199,Hochbrueckner,D,NY,
200,Barton,R,TX,
201,Fascell,D,FL,
202,Clement,D,TN,
203,Nowak,D,NY,
204,Yatron,D,PA,
205,Mollohan,D,WV,
206,Bilbray,D,NV,
207,Miller (CA),D,CA,
208,Schumer,D,NY,
209,Gaydos,D,PA,
210,Boggs,D,LA,
211,Wise,D,WV,
212,Lehman,D,CA,
213,Ritter,R,PA,
214,Scheuer,D,NY,
215,Boxer,D,CA,
216,Cooper,D,TN,
217,Mink,D,HI,
218,Snowe,R,ME,
219,Roybal,D,CA,
220,Ray,D,GA,
221,Traficant,D,OH,
222,Berman,D,CA,
223,Matsui,D,CA,
224,Lagomarsino,R,CA,
225,Bates,D,CA,
226,Hawkins,D,CA,
227,Rahall,D,WV,
228,Hutto,D,FL,
229,Hall (OH),D,OH,
230,Conte,R,MA,
231,Madigan,R,IL,
232,Douglas,R,NH,
233,Owens,D,NY,
234,Fields (TX),R,TX,
235,Gillmor,R,OH,
236,Collins (IL),D,IL,
237,Perkins,D,KY,
238,Bennett,D,FL,
239,Lloyd,D,TN,
240,Foley,D,WA,
241,Torres,D,CA,
242,Kaptur,D,OH,
243,Hall (TX),D,TX,
244,Atkins,D,MA,
245,Borski,D,PA,
246,Bruce,D,IL,
247,Vucanovich,R,NV,
248,Lancaster,D,NC,
249,Grant,R,FL,
250,Ford,D,TN,
251,Swift,D,WA,
252,Bonior,D,MI,
253,McDermott,D,WA,
254,Hopkins,R,KY,
255,Eckart,D,OH,
256,Bliley,R,VA,
257,Kastenmeier,D,WI,
258,Evans,D,IL,
259,Downey,D,NY,
260,Sangmeister,D,IL,
261,Espy,D,MS,
262,Hubbard,D,KY,
263,McMillan,R,NC,
264,Gephardt,D,MO,
265,Kildee,D,MI,
266,Young (FL),R,FL,
267,McCloskey,D,IN,
268,Crockett,D,MI,
269,Stokes,D,OH,
270,Lewis (GA),D,GA,
271,Marlenee,R,MT,
272,McNulty,D,NY,
273,Gunderson,R,WI,
274,Stark,D,CA,
275,Rowland,D,GA,
276,Towns,D,NY,
277,Payne (VA),D,VA,
278,Sisisky,D,VA,
279,Sarpalius,D,TX,
280,Volkmer,D,MO,
281,Solarz,D,NY,
282,Clay,D,MO,
283,"Smith, Denny (OR)",R,OR,
284,Kennedy (MA),D,MA,
285,Yates,D,IL,
286,Hunter,R,CA,
287,Buechner,R,MO,
288,Dicks,D,WA,
289,Huckaby,D,LA,
290,Akaka,D,HI,
291,Lipinski,D,IL,
292,Rhodes,R,AZ,
293,Annunzio,D,IL,
294,"Smith, Robert (NH)",R,NH,
295,Skeen,R,NM,
296,Stump,R,AZ,
297,Pickle,D,TX,
298,Parker,D,MS,
299,Gonzalez,D,TX,
300,Frenzel,R,MN,
301,Gallegly,R,CA,
302,Gradison,R,OH,
303,Johnson (CT),R,CT,
304,Torricelli,D,NJ,
305,Mazzoli,D,KY,
306,Synar,D,OK,
307,Nelson,D,FL,
308,Patterson,D,SC,
309,Hoyer,D,MD,
310,Harris,D,AL,
311,Archer,R,TX,
312,Rohrabacher,R,CA,
313,Jontz,D,IN,
314,Sundquist,R,TN,
315,Shumway,R,CA,
316,Erdreich,D,AL,
317,Goodling,R,PA,
318,Edwards (CA),D,CA,
319,Smith (IA),D,IA,
320,Craig,R,ID,
321,Kolbe,R,AZ,
322,Slaughter,D,NY,
323,Dorgan (ND),D,ND,
324,Leath (TX),D,TX,
325,Dingell,D,MI,
326,Barnard,D,GA,
327,Walgren,D,PA,
328,Schulze,R,PA,
329,Shays,R,CT,
330,Stangeland,R,MN,
331,Levin,D,MI,
332,Campbell (CA),R,CA,
333,Morrison (CT),D,CT,
334,LaFalce,D,NY,
335,Long,D,IN,
336,Tanner,D,TN,
337,Hughes,D,NJ,
338,Bentley,R,MD,
339,Vento,D,MN,
340,Carper,D,DE,
341,Owens (UT),D,UT,
342,Wolpe,D,MI,
343,Hamilton,D,IN,
344,Derrick,D,SC,
345,Schneider,R,RI,
346,Savage,D,IL,
347,Sawyer,D,OH,
348,Smith (NJ),R,NJ,
349,Crane,R,IL,
350,Condit,D,CA,
351,Shaw,R,FL,
352,Moody,D,WI,
353,Anderson,D,CA,
354,Payne (NJ),D,NJ,
355,Young (AK),R,AK,
356,Donnelly,D,MA,
357,Wyden,D,OR,
358,Browder,D,AL,
359,Slattery,D,KS,
360,Martin (NY),R,NY,
361,McGrath,R,NY,
362,Rose,D,NC,
363,Jones (GA),D,GA,
364,Bartlett,R,TX,
365,Holloway,R,LA,
366,Dreier,R,CA,
367,Schroeder,D,CO,
368,Smith (VT),R,VT,
369,Schuette,R,MI,
370,Wheat,D,MO,
371,Andrews (TX),D,TX,
372,DeFazio,D,OR,
373,McCandless,R,CA,
374,Whitten,D,MS,
375,McCrery,R,LA,
376,Udall,D,AZ,
377,Ortiz,D,TX,
378,Hoagland,D,NE,
379,Pallone,D,NJ,
380,Michel,R,IL,
381,Kanjorski,D,PA,
382,Edwards (OK),R,OK,
383,Hansen,R,UT,
384,Hammerschmidt,R,AR,
385,Campbell (CO),D,CO,
386,Houghton,R,NY,
387,Meyers,R,KS,
388,Emerson,R,MO,
389,Hefley,R,CO,
390,Kennelly,D,CT,
391,Williams,D,MT,
392,Skaggs,D,CO,
393,Coughlin,R,PA,
394,Ballenger,R,NC,
395,Myers,R,IN,
396,Stearns,R,FL,
397,AuCoin,D,OR,
398,Richardson,D,NM,
399,Waxman,D,CA,
400,Machtley,R,RI,
401,Murphy,D,PA,
402,Dornan,R,CA,
403,Weber,R,MN,
404,Shuster,R,PA,
405,DeLay,R,TX,
406,Davis,R,MI,
407,Burton,R,IN,
408,Inhofe,R,OK,
409,Russo,D,IL,
410,Wylie,R,OH,
411,Clinger,R,PA,
412,Sharp,D,IN,
413,Beilenson,D,CA,
414,Oberstar,D,MN,
415,Ros-Lehtinen,R,FL,
416,Bunning,R,KY,
417,Geren,D,TX,
418,Rogers,R,KY,
419,Fazio,D,CA,
420,Courter,R,NJ,
421,Natcher,D,KY,
422,Roe,D,NJ,
423,Penny,D,MN,
424,Coble,R,NC,
425,McDade,R,PA,
426,"Lukens, Donald",R,OH,
427,Watkins,D,OK,
428,Bustamante,D,TX,
429,Skelton,D,MO,
430,Rostenkowski,D,IL,
431,Broomfield,R,MI,
432,Alexander,D,AR,
433,Weiss,D,NY,
434,Aspin,D,WI,
435,Bosco,D,CA,
