id,legislation,question,datetime,description
451,H CON RES 210,"On Motion to Suspend the Rules and Agree, as Amended",19-Sep-2006,7:02 PM,Supporting the goal of eliminating suffering and death due to cancer by the year 2015
452,H RES 622,"On Motion to Suspend the Rules and Agree, as Amended",19-Sep-2006,7:13 PM,To recognize and honor the Filipino World War II veterans for their defense of democratic ideals and their important contributions to the outcome of World War II
453,H CON RES 415,On Motion to Suspend the Rules and Agree,19-Sep-2006,7:30 PM,Condemning the repression of the Iranian Baha’i community and calling for the emancipation of Iranian Baha’is
454,H RES 1015,On Consideration of the Resolution,20-Sep-2006,11:32 AM,Providing for consideration of the bill (H.R. 4844) to amend the National Voter Registration Act of 1993 to require any individual who desires to register or re-register to vote in an election for Federal office to provide the appropriate State election official with proof that the individual is a citizen of the US
455,H RES 1015,On Ordering the Previous Question,20-Sep-2006,1:02 PM,Providing for consideration of the bill (H.R. 4844) to amend the National Voter Registration Act of 1993 to require any individual who desires to register or re-register to vote in an election for Federal office to provide the appropriate State election official with proof that the individual is a citizen of the US
456,H RES 1015,On Agreeing to the Resolution,20-Sep-2006,1:11 PM,Providing for consideration of the bill (H.R. 4844) to amend the National Voter Registration Act of 1993 to require any individual who desires to register or re-register to vote in an election for Federal office to provide the appropriate State election official with proof that the individual is a citizen of the US
457,H RES 942,On Motion to Suspend the Rules and Agree,20-Sep-2006,1:20 PM,"Recognizing the centennial anniversary on August 5, 2006, of the Iranian constitution of 1906"
458,H R 4844,On Motion to Recommit with Instructions,20-Sep-2006,3:50 PM,Federal Election Integrity Act of 2006
459,H R 4844,On Passage,20-Sep-2006,4:00 PM,Federal Election Integrity Act of 2006
460,H RES 976,On Motion to Suspend the Rules and Agree,20-Sep-2006,4:12 PM,Condemning human rights abuses by the Government of the Islamic Republic of Iran and expressing solidarity with the Iranian people
461,H RES 1018,On Ordering the Previous Question,21-Sep-2006,11:45 AM,"Providing for the consideration of the bills (H.R. 4830)Border Tunnel Prevention Act of 2006, (H.R. 6094) Community Protection Act of 2006 and (H.R. 6095) Immigration Law Enforcement Act of 2006"
462,H RES 1018,On Agreeing to the Resolution,21-Sep-2006,11:54 AM,"Providing for the consideration of the bills (H.R. 4830)Border Tunnel Prevention Act of 2006, (H.R. 6094) Community Protection Act of 2006 and (H.R. 6095) Immigration Law Enforcement Act of 2006"
463,S 418,On Motion to Suspend the Rules and Pass,21-Sep-2006,12:08 PM,Military Personnel Financial Services Protection Act
464,H R 6094,Table Appeal of the Ruling of the Chair,21-Sep-2006,1:52 PM,Community Protection Act of 2006
465,H R 6094,On Passage,21-Sep-2006,2:02 PM,Community Protection Act of 2006
466,H R 5631,On Closing Portions of the Conference,21-Sep-2006,2:23 PM,"Department of Defense Appropriations Act, 2007"
467,H R 6095,On Motion to Recommit with Instructions,21-Sep-2006,3:52 PM,Immigration Law Enforcement Act of 2006
468,H R 6095,On Passage,21-Sep-2006,3:56 PM,Immigration Law Enforcement Act of 2006
469,H R 4830,On Passage,21-Sep-2006,4:02 PM,Border Tunnel Prevention Act of 2006
470,S 2832,On Motion to Suspend the Rules and Pass,21-Sep-2006,4:10 PM,Appalachian Regional Development Act Amendments of 2006
471,H R 5059,On Motion to Suspend the Rules and Pass,25-Sep-2006,7:00 PM,New Hampshire Wilderness Act
472,H R 5062,On Motion to Suspend the Rules and Pass,25-Sep-2006,7:08 PM,New Hampshire Wilderness Act
473,H R 6102,"On Motion to Suspend the Rules and Pass, as Amended",25-Sep-2006,7:16 PM,Captain Christopher Petty Post Office Building
474,H RES 1038,On Agreeing to the Resolution,26-Sep-2006,12:37 PM,"Providing for the consideration of H.R. 2679, Public Expression of Religion Act"
475,H RES 1039,On Agreeing to the Resolution,26-Sep-2006,12:48 PM,"Providing for the consideration of S. 403, Child Custody Protection Act"
476,H R 5092,"On Motion to Suspend the Rules and Pass, as Amended",26-Sep-2006,12:57 PM,"Bureau of Alcohol, Tobacco, Firearms, and Explosives (BATFE) Modernization and Reform Act"
477,H R 4772,"On Motion to Suspend the Rules and Pass, as Amended",26-Sep-2006,1:06 PM,Private Property Rights Implementation Act of 2006
478,MOTION,Motion to resolve into secret session,26-Sep-2006,1:35 PM,
479,S 403,On Passage,26-Sep-2006,6:00 PM,Child Custody Protection Act
480,H R 2679,On Passage,26-Sep-2006,6:10 PM,Public Expression of Religion Act
481,H RES 723,"On Motion to Suspend the Rules and Agree, as Amended",26-Sep-2006,6:20 PM,"Calling on the President to take immediate steps to help improve the security situation in Darfur, Sudan, with specific emphasis on civilian protection"
482,H RES 992,"On Motion to Suspend the Rules and Agree, as Amended",26-Sep-2006,6:30 PM,Urging the President to appoint a Presidential Special Envoy for Sudan
483,H RES 989,"On Motion to Suspend the Rules and Agree, as Amended",26-Sep-2006,9:31 PM,"Commending the United Kingdom for its efforts in the War on Terror, and for other purposes"
484,H RES 1017,On Motion to Suspend the Rules and Agree,26-Sep-2006,9:36 PM,Affirming support for the sovereignty and security of Lebanon and the Lebanese people
485,H R 6164,On Motion to Suspend the Rules and Pass,26-Sep-2006,9:42 PM,National Institutes of Health Reform Act
486,H R 5631,On Agreeing to the Conference Report,26-Sep-2006,9:46 PM,"Department of Defense Appropriations Act, 2007"
487,H CON RES 483,On Agreeing to the Resolution,27-Sep-2006,1:07 PM,Providing for an adjournment or recess of the two Houses
488,H RES 1042,On Ordering the Previous Question,27-Sep-2006,1:14 PM,"Providing for the consideration of H.R. 6166, Military Commissions Act"
489,H RES 1042,On Agreeing to the Resolution,27-Sep-2006,1:22 PM,"Providing for the consideration of H.R. 6166, Military Commissions Act"
490,H R 6166,On Motion to Recommit with Instructions,27-Sep-2006,4:28 PM,Military Commissions Act
491,H R 6166,On Passage,27-Sep-2006,4:45 PM,Military Commissions Act
492,H R 5637,"On Motion to Suspend the Rules and Pass, as Amended",27-Sep-2006,6:57 PM,Nonadmitted and Reinsurance Reform Act of 2006
493,H R 6115,On Motion to Suspend the Rules and Pass,27-Sep-2006,7:06 PM,Market-to-Market Extension Act
494,S 2856,"On Motion to Suspend the Rules and Pass, as Amended",27-Sep-2006,7:15 PM,Financial Services Regulatory Relief Act
495,H RES 1045,On Ordering the Previous Question,28-Sep-2006,12:44 PM,Providing for the consideration of motions to suspend the rules
496,H RES 1046,On Ordering the Previous Question,28-Sep-2006,12:53 PM,Waiving the requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules
497,H RES 1046,On Agreeing to the Resolution,28-Sep-2006,1:00 PM,Waiving the requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules
498,H RES 1052,On Ordering the Previous Question,28-Sep-2006,7:05 PM,"Providing for the consideration of H.R. 5825, Electronic Surveillance Modernization Act"
499,H RES 1052,On Agreeing to the Resolution,28-Sep-2006,7:15 PM,"Providing for the consideration of H.R. 5825, Electronic Surveillance Modernization Act"
500,H R 4954,On Motion to Instruct Conferees,28-Sep-2006,7:24 PM,Security and Accountability for Every Port (SAFE) Act
501,H R 5825,On Motion to Recommit with Instructions,28-Sep-2006,10:10 PM,Electronic Surveillance Modernization Act
502,H R 5825,On Passage,28-Sep-2006,10:19 PM,Electronic Surveillance Modernization Act
503,H R 6143,"On Motion to Suspend the Rules and Pass, as Amended",28-Sep-2006,10:28 PM,Ryan White HIV/AIDS Treatment Modernization Act
504,H RES 1054,On Ordering the Previous Question,29-Sep-2006,10:50 AM,"Waiving points of order against the conference report on H.R. 5441, Department of Homeland Security Appropriations for FY 2007; and providing for the consideration of S. 3930, Military Commissions Act and H.R. 4772, Private Property Rights Implementation Act"
505,H RES 1054,On Agreeing to the Resolution,29-Sep-2006,11:00 AM,"Waiving points of order against the conference report on H.R. 5441, Department of Homeland Security Appropriations for FY 2007; and providing for the consideration of S. 3930, Military Commissions Act and H.R. 4772, Private Property Rights Implementation Act"
506,H RES 1053,On Ordering the Previous Question,29-Sep-2006,2:24 PM,Waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Commitee on Rules.
507,H RES 1053,On Agreeing to the Resolution,29-Sep-2006,2:32 PM,Waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Commitee on Rules.
508,S 3930,On Passage,29-Sep-2006,2:47 PM,Military Commissions Act
509,H R 5441,On Agreeing to the Conference Report,29-Sep-2006,6:10 PM,"Department of Homeland Security Appropriations Act, 2007"
510,H R 5122,On Agreeing to the Conference Report,29-Sep-2006,6:23 PM,National Defense Authorization Act for Fiscal Year 2007
511,H R 4772,On Passage,29-Sep-2006,6:31 PM,Private Property Rights Implementation Act of 2006
512,H RES 1064,On Ordering the Previous Question,29-Sep-2006,10:19 PM,"Waiving points of order against the conference report to accompany the bill (H.R. 4954) to improve maritime and cargo security through enhanced layered defenses, and for other purposes."
513,MOTION,Ordering the previous question on the motion to refer,29-Sep-2006,10:40 PM,
514,MOTION,On motion to refer the Resolution,29-Sep-2006,10:57 PM,
515,S 3661,On Motion to Suspend the Rules and Pass,29-Sep-2006,11:05 PM,Wright Amendment Reform Act
516,H R 4954,On Agreeing to the Conference Report,30-Sep-2006,12:32 AM,Security and Accountability for Every Port (SAFE) Act
517,H R 3085,Suspend the Rules and Agree to Senate Amendment,13-Nov-2006,7:05 PM,"To amend the National Trails System Act to update the feasibility and suitability study originally prepared for the Trail of Tears National Historic Trail and provide for the inclusion of new trail segments, land components, and campgrounds associated with that trail, and for other purposes"
518,S 819,On Motion to Suspend the Rules and Pass,13-Nov-2006,7:16 PM,Pactola Reservoir Reallocation Authorization Act
519,H R 5602,"On Motion to Suspend the Rules and Pass, as Amended",13-Nov-2006,7:26 PM,To Authorize the Extension of Nondiscriminatory Treatment (Normal Trade Relations Treatment) to the Products of Vietnam
520,H R 6314,On Motion to Suspend the Rules and Pass,14-Nov-2006,1:48 PM,Survivors’ and Dependents’ Educational Assistance Program Extension
521,H R 864,"On Motion to Suspend the Rules and Pass, as Amended",14-Nov-2006,2:05 PM,To provide for programs and activities with respect to the prevention of underage drinking.
522,H R 5585,Suspend the Rules and Agree to Senate Amendments,15-Nov-2006,11:39 AM,Financial Netting Improvements Act
523,H RES 1078,On Motion to Suspend the Rules and Agree,15-Nov-2006,11:47 AM,Congratulating the St. Louis Cardinals on winning the 2006 World Series
524,H RES 1070,"On Motion to Suspend the Rules and Agree, as Amended",5-Dec-2006,2:36 PM,Expressing the sense of the House of Representatives that Members of the House should actively engage with employers and the American public at large to encourage the hiring of members and former members of the Armed Forces who were wounded in service and are facing a transition to civilian life
525,H R 1176,"On Motion to Suspend the Rules and Pass, as Amended",5-Dec-2006,2:45 PM,Nonprofit Athletic Organization Protection Act
526,H R 6099,On Motion to Suspend the Rules and Pass,6-Dec-2006,6:49 PM,Unborn Child Pain Awareness Act of 2006
527,H RES 1082,On Motion to Suspend the Rules and Agree,6-Dec-2006,7:02 PM,"Condemning the decision of St. Denis, France, to name a street in honor of Mumia Abu-Jamal, the convicted murder of Philadelphia Police Office Danny Faulkner"
528,H RES 1096,On Agreeing to the Resolution,7-Dec-2006,11:19 AM,"Waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules and providing for consideration of motions to suspend the rules, and for other purposes"
529,H RES 1101,On Agreeing to the Resolution,8-Dec-2006,12:57 PM,Waiving all points of order against the conference report to accompany H.R. 5682 and against its consideration.
530,H RES 1099,On Agreeing to the Resolution,8-Dec-2006,1:12 PM,Relating to consideration of the bill H.R. 6111 to amend the Internal Revenue Code of 1986 to provide that the Tax Court may review claims for equitable innocent spouse relief and to suspend the running on the period of limitations while such claims are pending.
531,H RES 1088,On Motion to Suspend the Rules and Agree,8-Dec-2006,1:24 PM,Expressing support for Lebanon’s democratic institutions and condemning the recent terrorist assassination of Lebanese parliamentarian and Industry Minister Pierre Amine Gemayel
532,H R 6111,Motion to Amend the House Amendment to Senate Amendment,8-Dec-2006,3:28 PM,
533,H R 6111,On Motion to Agree to Senate Amendment with Amendment,8-Dec-2006,3:38 PM,Tax Relief and Health Care Act
534,H RES 1091,"On Motion to Suspend the Rules and Agree, as Amended",8-Dec-2006,3:53 PM,Condemning in the strongest terms Iran’s commitment to hold an international Holocaust denial conference
535,H R 6375,On Motion to Suspend the Rules and Pass,8-Dec-2006,4:02 PM,Requiring the Secretary of Defense to submit to Congress an annual report and to provide notice to the public on congressional initiatives in funds authorized or made available to the Department of Defense.
536,H RES 1100,On Agreeing to the Resolution,8-Dec-2006,5:29 PM,"Providing for consideration of the bill H.R. 6406, to modify temporarily certain rates of duty and make other technical amendments to trade laws, to extend certain trade preference programs, and for othe purposes."
537,H R 5948,"On Motion to Suspend the Rules and Pass, as Amended",8-Dec-2006,5:39 PM,Belarus Democracy Act
538,QUORUM,Call of the House,8-Dec-2006,7:04 PM,
539,H R 6406,On Passage,8-Dec-2006,7:45 PM,"To modify temporarily certain rates of duty and make other technical amendments to the trade laws, to extend certain trade preference programs, and for other purposes"
540,H J RES 102,On Passage,8-Dec-2006,9:54 PM,"Making further continuing appropriations for the fiscal year 2007, and for other purposes."
541,H R 5682,On Agreeing to the Conference Report,8-Dec-2006,10:05 PM,Henry J. Hyde United States-India Peaceful Atomic Energy Cooperation Promotion Act
542,S 3718,On Motion to Suspend the Rules and Pass,9-Dec-2006,2:53 AM,Pool and Spa Safety Act
543,S 3546,On Motion to Suspend the Rules and Pass,9-Dec-2006,3:06 AM,Dietary Supplement and Nonprescription Drug Consumer Protection Act
