141,Moore (KS),D,KS,M001140
142,Regula,R,OH,R000141
143,Stark,D,CA,S000810
144,Wilson (SC),R,SC,W000795
145,Gerlach,R,PA,G000549
146,Terry,R,NE,T000459
147,Thompson (MS),D,MS,T000193
148,Reichert,R,WA,R000578
149,Franks (AZ),R,AZ,F000448
150,Delahunt,D,MA,D000210
151,"Davis, Jo Ann",R,VA,D000597
152,Gingrey,R,GA,G000550
153,DeLay,R,TX,D000217
154,Pallone,D,NJ,P000034
155,Davis (TN),D,TN,D000599
156,Butterfield,D,NC,B001251
157,Hoyer,D,MD,H000874
158,Gutknecht,R,MN,G000536
159,Platts,R,PA,P000585
160,Boren,D,OK,B001254
161,Poe,R,TX,P000592
162,Olver,D,MA,O000085
163,Petri,R,WI,P000265
164,Nussle,R,IA,N000172
165,Lantos,D,CA,L000090
166,Osborne,R,NE,O000165
167,Johnson (IL),R,IL,J000285
168,Aderholt,R,AL,A000055
169,Shadegg,R,AZ,S000275
170,Schiff,D,CA,S001150
171,McCollum (MN),D,MN,M001143
172,Fossella,R,NY,F000440
173,Marshall,D,GA,M001146
174,Brady (PA),D,PA,B001227
175,Blunt,R,MO,B000575
176,Campbell (CA),R,CA,C001064
177,Stearns,R,FL,S000822
178,Hooley,D,OR,H000762
179,Larson (CT),D,CT,L000557
180,King (IA),R,IA,K000362
181,Bonilla,R,TX,B000617
182,Blumenauer,D,OR,B000574
183,"Brown, Corrine",D,FL,B000911
184,Cole (OK),R,OK,C001053
185,Rangel,D,NY,R000053
186,Abercrombie,D,HI,A000014
187,"Sánchez, Linda T.",D,CA,S001156
188,Peterson (MN),D,MN,P000258
189,Weldon (PA),R,PA,W000268
190,DeGette,D,CO,D000197
191,Ryun (KS),R,KS,R000566
192,"Lofgren, Zoe",D,CA,L000397
193,Capps,D,CA,C001036
194,Shimkus,R,IL,S000364
195,Ney,R,OH,N000081
196,Hefley,R,CO,H000444
197,Radanovich,R,CA,R000004
198,Ackerman,D,NY,A000022
199,Cannon,R,UT,C000116
200,Akin,R,MO,A000358
201,Chocola,R,IN,C001052
202,McHenry,R,NC,M001156
203,McCaul (TX),R,TX,M001157
204,Rogers (KY),R,KY,R000395
205,Boswell,D,IA,B000652
206,Bass,R,NH,B000220
207,Sabo,D,MN,S000005
208,Knollenberg,R,MI,K000288
209,Boehner,R,OH,B000589
210,Towns,D,NY,T000326
211,Miller (NC),D,NC,M001154
212,Gohmert,R,TX,G000552
213,Andrews,D,NJ,A000210
214,Kennedy (RI),D,RI,K000113
215,Neal (MA),D,MA,N000015
216,Strickland,D,OH,S001004
217,Costa,D,CA,C001059
218,Rogers (MI),R,MI,R000572
219,Lee,D,CA,L000551
220,Dicks,D,WA,D000327
221,Gallegly,R,CA,G000021
222,Moran (VA),D,VA,M000933
223,Meek (FL),D,FL,M001148
224,Cummings,D,MD,C000984
225,Frank (MA),D,MA,F000339
226,LoBiondo,R,NJ,L000554
227,Walden (OR),R,OR,W000791
228,English (PA),R,PA,E000187
229,Pitts,R,PA,P000373
230,Bilbray,R,CA,0000000
231,Simmons,R,CT,S001152
232,Upton,R,MI,U000031
233,Filner,D,CA,F000116
234,Green (WI),R,WI,G000545
235,Taylor (MS),D,MS,T000074
236,Jackson (IL),D,IL,J000283
237,Nunes,R,CA,N000181
238,King (NY),R,NY,K000210
239,Clyburn,D,SC,C000537
240,Rogers (AL),R,AL,R000575
241,Matsui,D,CA,M001163
242,Berry,D,AR,B000420
243,Kingston,R,GA,K000220
244,Doggett,D,TX,D000399
245,Smith (TX),R,TX,S000583
246,McNulty,D,NY,M000590
247,Drake,R,VA,D000605
248,Shays,R,CT,S001144
249,Price (NC),D,NC,P000523
250,Cooper,D,TN,C000754
251,Kelly,R,NY,K000078
252,"Diaz-Balart, L.",R,FL,D000299
253,Kildee,D,MI,K000172
254,Latham,R,IA,L000111
255,Harman,D,CA,H000213
256,Snyder,D,AR,S000672
257,Etheridge,D,NC,E000226
258,Thomas,R,CA,T000188
259,Garrett (NJ),R,NJ,G000548
260,Kucinich,D,OH,K000336
261,Hall,R,TX,H000067
262,Obey,D,WI,O000007
263,Kennedy (MN),R,MN,K000358
264,"Johnson, E. B.",D,TX,J000126
265,Ortiz,D,TX,O000107
266,Rush,D,IL,R000515
267,Lucas,R,OK,L000491
268,Baker,R,LA,B000072
269,DeFazio,D,OR,D000191
270,Lewis (CA),R,CA,L000274
271,Burgess,R,TX,B001248
272,Renzi,R,AZ,R000574
273,Maloney,D,NY,M000087
274,Wynn,D,MD,W000784
275,Feeney,R,FL,F000447
276,Ryan (WI),R,WI,R000570
277,Carson,D,IN,C000191
278,Castle,R,DE,C000243
279,Davis (IL),D,IL,D000096
280,Price (GA),R,GA,P000591
281,Jones (OH),D,OH,J000284
282,Conyers,D,MI,C000714
283,Pascrell,D,NJ,P000096
284,Brady (TX),R,TX,B000755
285,Larsen (WA),D,WA,L000560
286,Boehlert,R,NY,B000586
287,Owens,D,NY,O000159
288,Wasserman Schultz,D,FL,W000797
289,Ryan (OH),D,OH,R000577
290,Velázquez,D,NY,V000081
291,Meeks (NY),D,NY,M001137
292,Slaughter,D,NY,S000480
293,Gutierrez,D,IL,G000535
294,Young (AK),R,AK,Y000033
295,Hensarling,R,TX,H001036
296,Emerson,R,MO,E000172
297,Pearce,R,NM,P000588
298,Sodrel,R,IN,S001160
299,Tiberi,R,OH,T000462
300,Leach,R,IA,L000169
301,Jackson-Lee (TX),D,TX,J000032
302,Hoekstra,R,MI,H000676
303,Clay,D,MO,C001049
304,Ros-Lehtinen,R,FL,R000435
305,Baca,D,CA,B001234
306,Thompson (CA),D,CA,T000460
307,Weldon (FL),R,FL,W000267
308,Crowley,D,NY,C001038
309,Doyle,D,PA,D000482
310,Reyes,D,TX,R000170
311,Wilson (NM),R,NM,W000789
312,Forbes,R,VA,F000445
313,Crenshaw,R,FL,C001045
314,Kaptur,D,OH,K000009
315,Northup,R,KY,N000143
316,Hastings (FL),D,FL,H000324
317,Cardin,D,MD,C000141
318,Hyde,R,IL,H001022
319,Skelton,D,MO,S000465
320,Kilpatrick (MI),D,MI,K000180
321,Bono,R,CA,B001228
322,Wu,D,OR,W000793
323,Rahall,D,WV,R000011
324,"Miller, Gary",R,CA,M001139
325,Pryce (OH),R,OH,P000555
326,Davis (CA),D,CA,D000598
327,Hayes,R,NC,H001029
328,Bishop (NY),D,NY,B001242
329,Keller,R,FL,K000361
330,Young (FL),R,FL,Y000031
331,Schakowsky,D,IL,S001145
332,Gillmor,R,OH,G000210
333,Kirk,R,IL,K000360
334,Culberson,R,TX,C001048
335,Millender-McDonald,D,CA,M000714
336,Hinchey,D,NY,H000627
337,Thornberry,R,TX,T000238
338,Case,D,HI,C001055
339,Woolsey,D,CA,W000738
340,Wolf,R,VA,W000672
341,Wicker,R,MS,W000437
342,Jindal,R,LA,J000287
343,Rothman,D,NJ,R000462
344,Jones (NC),R,NC,J000255
345,Goodlatte,R,VA,G000289
346,Murtha,D,PA,M001120
347,Edwards,D,TX,E000063
348,Berman,D,CA,B000410
349,Weller,R,IL,W000273
350,Graves,R,MO,G000546
351,Higgins,D,NY,H001038
352,Smith (WA),D,WA,S000510
353,Hinojosa,D,TX,H000636
354,Mica,R,FL,M000689
355,Cantor,R,VA,C001046
356,Peterson (PA),R,PA,P000263
357,Frelinghuysen,R,NJ,F000372
358,Rehberg,R,MT,R000571
359,Langevin,D,RI,L000559
360,Neugebauer,R,TX,N000182
361,Reynolds,R,NY,R000569
362,"Green, Al",D,TX,G000553
363,Camp (MI),R,MI,C000071
364,"Diaz-Balart, M.",R,FL,D000600
365,Fattah,D,PA,F000043
366,Herger,R,CA,H000528
367,Barrett (SC),R,SC,B001239
368,Tanner,D,TN,T000038
369,Holden,D,PA,H000712
370,Scott (GA),D,GA,S001157
371,Taylor (NC),R,NC,T000067
372,Kind,D,WI,K000188
373,Davis (KY),R,KY,D000603
374,Brown (OH),D,OH,B000944
375,Shaw,R,FL,S000303
376,Mack,R,FL,M001155
377,Israel,D,NY,I000057
378,Ramstad,R,MN,R000033
379,Roybal-Allard,D,CA,R000486
380,Ruppersberger,D,MD,R000576
381,Pickering,R,MS,P000323
382,Davis (AL),D,AL,D000602
383,Boustany,R,LA,B001255
384,Saxton,R,NJ,S000097
385,Moran (KS),R,KS,M000934
386,Hart,R,PA,H001033
387,Doolittle,R,CA,D000429
388,Michaud,D,ME,M001149
389,Scott (VA),D,VA,S000185
390,Levin,D,MI,L000263
391,Myrick,R,NC,M001134
392,Visclosky,D,IN,V000108
393,Hastings (WA),R,WA,H000329
394,Pombo,R,CA,P000419
395,Schmidt,R,OH,S001164
396,Smith (NJ),R,NJ,S000522
397,Cramer,D,AL,C000868
398,Foxx,R,NC,F000450
399,DeLauro,D,CT,D000216
400,Farr,D,CA,F000030
401,"Davis, Tom",R,VA,D000136
402,Sensenbrenner,R,WI,S000244
403,Barrow,D,GA,B001252
404,Berkley,D,NV,B001231
405,Sekula Gibbs,R,TX,0000000
406,Napolitano,D,CA,N000179
407,Hastert,R,IL,H000323
408,McCotter,R,MI,M001147
409,Watson,D,CA,W000794
410,Gilchrest,R,MD,G000180
411,Sires,D,NJ,0000000
412,Tierney,D,MA,T000266
413,Miller (FL),R,FL,M001144
414,Tancredo,R,CO,T000458
415,"Sanchez, Loretta",D,CA,S000030
416,Inslee,D,WA,I000026
417,Coble,R,NC,C000556
418,Spratt,D,SC,S000749
419,Duncan,R,TN,D000533
420,Udall (CO),D,CO,U000038
421,Inglis (SC),R,SC,I000023
422,Sanders,I,VT,S000033
423,Linder,R,GA,L000321
424,Otter,R,ID,O000166
425,Gibbons,R,NV,G000152
426,Dingell,D,MI,D000355
427,Bishop (GA),D,GA,B000490
428,Pence,R,IN,P000587
429,McHugh,R,NY,M000472
430,Putnam,R,FL,P000586
431,McIntyre,D,NC,M000485
432,Manzullo,R,IL,M001138
433,Deal (GA),R,GA,D000168
434,Allen,D,ME,A000357
435,Hayworth,R,AZ,H000413
436,Honda,D,CA,H001034
437,Boucher,D,VA,B000657
438,Simpson,R,ID,S001148
